gene	aRRA	p_value	significant	# sgRNAs	# signif. sgRNAs	mean	std	cat
Polr2b__1	1.0459963810077942e-05	0.0	True	5	5	-3.8527443150844807	0.3884499527703257	Significant
Gnb1__1	1.0482892197121556e-05	0.0	True	10	8	-2.052338853287436	0.24658626643906076	Significant
Wdhd1__1	1.0511561794972957e-05	0.0	True	5	5	-2.9015624113545164	0.6624158991068017	Significant
Smc4__1	1.0613754699599794e-05	0.0	True	5	5	-3.5436703529736255	1.1757008868878136	Significant
Ufd1__1	1.090552339834436e-05	0.0	True	5	4	-3.486829951944347	1.3221762368883325	Significant
Senp3__1	1.0938371156913008e-05	0.0	True	10	6	-1.2469104167183722	0.41548444174503296	Significant
Utp20__1	1.1071067511402869e-05	0.0	True	6	6	-3.1012255146030405	0.517709505588242	Significant
Ubl5__1	1.1141379134127127e-05	0.0	True	5	3	-4.239618330630899	0.8002023610670373	Significant
Wdr18__1	1.1303020353213496e-05	0.0	True	5	4	-3.208840410890401	0.3538722919529329	Significant
Anapc4__1	1.1383562171802048e-05	0.0	True	5	5	-2.837101337026472	0.683509992659561	Significant
Haus4__1	1.146397958095822e-05	0.0	True	5	4	-2.7733089716772685	0.9126045586498215	Significant
Cct8__1	1.1699257832705862e-05	0.0	True	5	5	-3.1590709973823485	0.2881733598654683	Significant
Bud31__1	1.171659079313994e-05	0.0	True	5	4	-2.9206493274520926	0.28016873812346316	Significant
LOC113830752__1	1.1837535736918544e-05	0.0	True	8	8	-2.190256280831904	0.36941630445361856	Significant
Rhoa__1	1.1868344904444197e-05	0.0	True	10	6	-1.5009066436545346	0.409510015970956	Significant
Rps26__1	1.2104026431932702e-05	0.0	True	7	7	-2.855740490578496	0.9409292272856076	Significant
Sars2__1	1.221501964291662e-05	0.0	True	5	5	-3.121391453871166	0.27092966735255936	Significant
Uso1__1	1.221501964291662e-05	0.0	True	5	5	-2.6422169375383557	0.17000860103312324	Significant
Snrnp35__1	1.2292694546719385e-05	0.0	True	5	5	-3.8859324971774605	0.9549024684787976	Significant
Fen1__1	1.2311224857718057e-05	0.0	True	5	4	-3.4121608753773667	0.5842706935838093	Significant
Fbxw11__1	1.2533102077678633e-05	0.0	True	6	5	-3.1479406365495812	0.6579024881766001	Significant
Haus7__1	1.2837542189366118e-05	0.0	True	5	5	-3.0267213567880664	0.20576660502458846	Significant
Pgam1__1	1.2910505613407511e-05	0.0	True	5	5	-2.8406939621752243	0.7391303769821048	Significant
Mrps18a__1	1.2910505613407511e-05	0.0	True	5	5	-3.081500328185844	0.1546500449802897	Significant
Smu1__1	1.2951074794225462e-05	0.0	True	5	4	-3.536604117107774	1.311355574076652	Significant
Nid2__2	1.3152431504086386e-05	0.0	True	7	4	-2.625596904897515	0.5256884418100444	Significant
Ecpas__1	1.3180881885046875e-05	0.0	True	5	5	-3.020064018883968	0.9626641303208391	Significant
Nip7__1	1.3181715890148326e-05	0.0	True	5	4	-3.8754947988959954	1.0874775947185507	Significant
Ddx47__1	1.3234667821612876e-05	0.0	True	5	5	-3.5299862936797974	0.8718616649629679	Significant
Ogdh__1	1.3301106783490963e-05	0.0	True	5	5	-3.4442296668288748	0.13321251777616652	Significant
Psmb6__1	1.3420631611652323e-05	0.0	True	5	4	-3.469427913631069	0.19923534197901166	Significant
Eef1a1__1	1.348668055358199e-05	0.0	True	7	6	-2.080017419942372	0.2696402572793008	Significant
Ppat__1	1.3872705670498723e-05	0.0	True	5	4	-3.1536447956110174	0.8435311203879734	Significant
Tecr__1	1.3908875660667096e-05	0.0	True	5	4	-2.84291881013893	0.19019267630605605	Significant
CUNH12orf65__1	1.3921398244690224e-05	0.0	True	10	9	-1.6254534285125737	0.13904588464335102	Significant
Spc24__1	1.4176223152868318e-05	0.0	True	5	5	-2.3936251002597233	0.4361292620240288	Significant
Actl6a__1	1.4202512735466182e-05	0.0	True	5	5	-3.6718001841656833	0.7771596443148473	Significant
Psmc2__1	1.4202512735466182e-05	0.0	True	5	5	-3.6778244571499195	1.0119932922834647	Significant
Psma2__1	1.4243739214431084e-05	0.0	True	5	4	-4.444169849704757	1.2789576871283066	Significant
Tp53rk__1	1.4529722097698518e-05	0.0	True	8	6	-1.9350671042570164	0.33062650160082574	Significant
Pum1__1	1.4583365835036878e-05	0.0	True	15	8	-0.995605749877739	0.1958500666317058	Significant
Top3a__1	1.466756018747231e-05	0.0	True	10	8	-1.8155984690609435	0.17222074007087995	Significant
Cul2__1	1.4692806957061642e-05	0.0	True	10	7	-2.055776787886949	0.21954327231725407	Significant
Pfdn2__1	1.4741562153778692e-05	0.0	True	4	4	-3.264305782908887	0.7557883458999116	Significant
Srsf1__1	1.4820692588900812e-05	0.0	True	5	5	-3.774125306651893	0.9945737910740011	Significant
Strap__1	1.4831635690897524e-05	0.0	True	5	5	-3.229329423738797	0.8391021875781379	Significant
Copa__1	1.5265258420218272e-05	0.0	True	5	4	-3.5381796364287013	0.46068097020833193	Significant
Tbp__1	1.5295835398352408e-05	0.0	True	5	5	-3.2370600416986557	0.5936279088175369	Significant
Cct5__1	1.5323575253426977e-05	0.0	True	5	4	-2.6968893123357267	0.1686193942941079	Significant
Pes1__2	1.564070978964349e-05	0.0	True	7	4	-2.8374885697110894	1.2837022847864157	Significant
Dhx33__1	1.572396058572105e-05	0.0	True	5	5	-3.3441842187226363	0.8994592232811047	Significant
Wdr33__1	1.633525422836391e-05	0.0	True	10	8	-1.6538245381114318	0.3015628058157501	Significant
Med11__1	1.635214443102975e-05	0.0	True	5	5	-3.8963932855425316	0.4771081800772818	Significant
Polr3c__1	1.6381864813179254e-05	0.0	True	10	7	-1.7554324036619426	0.7619669500843599	Significant
Noc4l__1	1.6411127697019167e-05	0.0	True	5	5	-3.10906683310211	0.978427092751196	Significant
Mrpl44__1	1.6411127697019167e-05	0.0	True	5	5	-3.109740810151606	0.29153084453855616	Significant
Psma4__1	1.6638809060803466e-05	0.0	True	5	5	-2.847889884008542	0.12333316713024359	Significant
Ddx11__1	1.6668218555464593e-05	0.0	True	10	7	-1.5106620103513548	0.21031445840893281	Significant
Ppox__1	1.6787886549126256e-05	0.0	True	5	4	-2.8729064594873774	0.39591818042839266	Significant
Ddx5__1	1.6941279179625584e-05	0.0	True	5	4	-2.5882606149087053	0.8845008316963692	Significant
Gart__1	1.7290425556502857e-05	0.0	True	5	3	-3.3172612245460384	0.9085725506195369	Significant
Ptpn11__1	1.7311355584140245e-05	0.0	True	5	5	-4.0718430193899025	0.808595660802995	Significant
Cdipt__1	1.7393492862621982e-05	0.0	True	5	4	-3.029877698222658	1.0256725331215448	Significant
Lars1__1	1.7411224834260354e-05	0.0	True	5	5	-3.58421335131309	0.9296770895934325	Significant
Ndufs7__1	1.7512636249622284e-05	0.0	True	6	5	-2.887664169781525	0.5524557260942247	Significant
Cpox__1	1.7538576279806644e-05	0.0	True	5	5	-2.833988012155821	0.4813576849490313	Significant
Atp6v1b2__1	1.7558197734853424e-05	0.0	True	5	4	-3.3935608627137106	0.20280591132660708	Significant
Dync1h1__1	1.7664314086019795e-05	0.0	True	5	5	-3.809303945533164	0.38041317695026894	Significant
Adrm1__1	1.770009139856756e-05	0.0	True	5	5	-2.487866853086022	0.24761034181613828	Significant
Psmb1__1	1.7782038689903454e-05	0.0	True	5	4	-4.815722332230963	1.433601683332415	Significant
Hscb__1	1.7869258826501282e-05	0.0	True	5	4	-3.295677577413949	0.7398781693204989	Significant
Arpc4__1	1.804261605104712e-05	0.0	True	5	5	-2.2798857076510286	0.21081327739056227	Significant
Terf2__1	1.8150686381451043e-05	0.0	True	9	7	-2.052441544654031	0.8711230508076535	Significant
Polr3b__1	1.839189492721866e-05	0.0	True	5	4	-2.9861229244327387	0.3469246497507807	Significant
Toe1__1	1.8531038460360865e-05	0.0	True	5	5	-2.486295909848922	0.783053859186394	Significant
Flad1__1	1.8585349790210816e-05	0.0	True	5	5	-3.0838727830035464	0.5854610525912569	Significant
Wdr46__1	1.8792895424775745e-05	0.0	True	5	5	-3.023229203248439	0.5688579130885992	Significant
Cdc16__1	1.9063252658498243e-05	0.0	True	5	5	-4.095158171885688	0.8981144996603342	Significant
Cdc123__1	1.938807267316485e-05	0.0	True	5	4	-3.560999082609903	0.3315871603474673	Significant
Rcc1l__1	1.9494378506881498e-05	0.0	True	5	5	-3.2517236068599837	0.5936287720446596	Significant
Rpl27a__1	1.964920584295348e-05	0.0	True	5	5	-4.190557501673317	0.5060325669181686	Significant
Trub2__1	1.976591800726612e-05	0.0	True	10	8	-2.0096007445985618	0.3284217304142035	Significant
Mrpl10__1	1.979970521557653e-05	0.0	True	5	4	-3.099563557636404	0.4532491555929593	Significant
Slc25a3__1	1.991602313347236e-05	0.0	True	5	5	-2.446489618532577	0.13713100736719072	Significant
Tomm22__1	1.9981198861446933e-05	0.0	True	5	4	-2.864999775495061	0.6277246383909441	Significant
Rpl18a__1	2.002077998970633e-05	0.0	True	5	5	-3.277867839303465	0.8131961888359845	Significant
Hmgcs1__1	2.0450370427930885e-05	0.0	True	5	5	-3.589061707872838	0.777242853056419	Significant
U2af2__1	2.0650724070598615e-05	0.0	True	5	5	-4.319406932359609	0.14862450260459018	Significant
Rad1__1	2.0711543907918852e-05	0.0	True	5	4	-3.2804409346278414	1.1348326794496715	Significant
Rps12__1	2.0752159765869524e-05	0.0	True	5	5	-3.5079760381382434	0.1843536643514826	Significant
Upf1__1	2.0810944437038854e-05	0.0	True	5	5	-2.976158470066063	1.2965048732926556	Significant
Psmd6__1	2.1386641456091607e-05	0.0	True	5	4	-3.9772686097288537	2.0420445348786633	Significant
Mrps5__1	2.148011031425709e-05	0.0	True	5	5	-4.310277674278855	1.2807972280673086	Significant
Ndufv2__1	2.161249949721279e-05	0.0	True	5	4	-3.0064726726464692	1.0476389073452976	Significant
Tufm__1	2.1639312259224717e-05	0.0	True	5	5	-3.4489282939756456	0.7645950337014826	Significant
Cinp__1	2.165073884076834e-05	0.0	True	10	6	-1.3033532832900403	0.10782988504659008	Significant
LOC100759352__1	2.1663888420528018e-05	0.0	True	5	5	-2.988572791081059	0.46134241443992285	Significant
Mcmbp__1	2.1799384076628844e-05	0.0	True	5	5	-4.157282716868327	0.5015314077858134	Significant
Exosc7__1	2.2123597393361966e-05	0.0	True	5	5	-3.2109575031599658	0.22882779267386122	Significant
Haus6__1	2.213817964779091e-05	0.0	True	8	6	-2.2692445852260885	0.7698730382764687	Significant
Dhx9__1	2.2335933279984905e-05	0.0	True	5	5	-3.434644638157354	1.0006894178858003	Significant
Parg__1	2.274198437508179e-05	0.0	True	5	5	-2.2107480993057	0.9963775298881051	Significant
Nol9__1	2.297562681930901e-05	0.0	True	5	5	-3.068478176083421	0.6293616219823002	Significant
Polr3e__1	2.3225318041169012e-05	0.0	True	5	5	-3.2027644059855422	0.168619394294108	Significant
Ppwd1__1	2.3225318041169012e-05	0.0	True	5	5	-3.185731198832248	1.0999435705041392	Significant
Rpe__1	2.3427480256621622e-05	0.0	True	5	5	-3.970091930416936	1.4098965725013295	Significant
Tbcc__1	2.349299330366e-05	0.0	True	5	5	-4.677807775009405	0.6169085673381859	Significant
Nol11__1	2.3571802334821982e-05	0.0	True	5	5	-3.005424732237294	0.7378439182997107	Significant
Eif3d__1	2.389479544939709e-05	0.0	True	5	4	-3.555115628153293	0.5270902101309838	Significant
Wee1__1	2.390245312964155e-05	0.0	True	5	5	-2.549218987943808	0.7381364694598342	Significant
Dctn6__1	2.3988923855296075e-05	0.0	True	5	4	-3.6231814274888055	0.7942971335467924	Significant
Mrpl45__1	2.4432435262243216e-05	0.0	True	5	5	-2.512692866702453	0.15537988495699137	Significant
Dnajc9__1	2.4440688792300167e-05	0.0	True	5	5	-4.031599335083546	0.24961816043182544	Significant
Pop5__1	2.453847600671406e-05	0.0	True	5	4	-3.7457823513167394	0.5559292395216779	Significant
Ndufc1__1	2.5022344936657916e-05	0.0	True	5	4	-2.928494587460289	0.08675737232815266	Significant
Iars1__1	2.535285967159754e-05	0.0	True	5	5	-3.002838967549052	0.6050659952403333	Significant
Get3__1	2.5738580738133472e-05	0.0	True	5	5	-2.600225066519495	1.2233548894372952	Significant
Ptpmt1__1	2.5819144669704643e-05	0.0	True	5	5	-3.0474692630464855	0.37298436141716645	Significant
Hcfc1__1	2.5901267742325887e-05	0.0	True	5	5	-2.3754613572340775	0.7020797015249698	Significant
Lonp1__1	2.632928479419407e-05	0.0001	True	5	5	-4.994542174342062	0.9601134321119652	Significant
Slc39a8__1	2.662544322856025e-05	0.0001	True	5	5	-2.85170448912072	0.21667033244919556	Significant
Sec22b__1	2.6712549293341485e-05	0.0001	True	5	5	-3.152754302456413	0.5472315232080583	Significant
Atxn7l3__1	2.674163525453607e-05	0.0001	True	8	5	-1.3655640220744925	0.41171084932218677	Significant
Urod__1	2.690487072495096e-05	0.0001	True	5	5	-3.3678471637732215	0.6724887266523717	Significant
Ran__1	2.70665817853341e-05	0.0001	True	5	3	-2.3205855775958044	0.5229203220748405	Significant
Ruvbl1__1	2.758938999090669e-05	0.0001	True	5	3	-3.6482097335343373	1.0787055911907124	Significant
Bub3__1	2.8100517114623276e-05	0.0001	True	5	3	-3.611878860110208	0.5255366712080622	Significant
Riok1__1	2.822098054164043e-05	0.0001	True	6	5	-2.320937928569588	0.23010097288048798	Significant
Wdr43__1	2.842316441473008e-05	0.0001	True	5	5	-3.984656351722607	0.5201118480802643	Significant
Dhx15__1	2.858742238343203e-05	0.0001	True	5	5	-3.7862495541912273	0.5602204064042079	Significant
Fntb__1	2.926079712024113e-05	0.0001	True	5	4	-2.670560429618895	0.5112232101212046	Significant
Eif2s3__1	2.940864530021494e-05	0.0001	True	5	4	-3.2652222309625456	0.8960268551462889	Significant
Cops6__1	2.958061051053539e-05	0.0001	True	5	5	-3.67716283242528	1.10500213339712	Significant
Nudc__1	2.989210769433078e-05	0.0001	True	5	5	-2.3370985321508475	0.2425127198199855	Significant
Usp36__1	2.9979688388758105e-05	0.0001	True	5	5	-2.4069820353910556	1.2228739446554666	Significant
Hectd1__1	3.0594381111873294e-05	0.0001	True	10	8	-1.8671629496731554	0.20730088024156665	Significant
Trappc8__1	3.117814257322167e-05	0.0001	True	5	5	-2.8938680385501976	0.9052032454550348	Significant
Eftud2__1	3.121928988124016e-05	0.0001	True	5	5	-3.1748755403781854	0.5565584942659244	Significant
Alg11__1	3.167379178099416e-05	0.0001	True	7	6	-2.5089012359156015	0.3723727833115913	Significant
Srbd1__1	3.198418771924396e-05	0.0001	True	5	5	-3.193694520900038	0.8385763846263664	Significant
Mrpl20__1	3.204267306837773e-05	0.0001	True	5	4	-2.820776404626984	1.2851330084526658	Significant
Mcm4__1	3.2249966292567204e-05	0.0001	True	6	5	-2.7183089170799732	0.7750729532769877	Significant
Lss__1	3.24315947074874e-05	0.0001	True	5	5	-2.2628774264754172	0.9067180655975968	Significant
Eef1g__1	3.2636790316672515e-05	0.0001	True	10	8	-1.803581963072633	0.5044609273176566	Significant
Wdr48__1	3.267851303293668e-05	0.0001	True	5	5	-2.683805656850519	1.1675078238570353	Significant
Guk1__1	3.293361199588244e-05	0.0001	True	10	8	-1.8613473854275813	0.18161590733073718	Significant
Chmp6__1	3.3202802504861946e-05	0.0001	True	5	5	-2.4898602861815355	0.7935740239949305	Significant
CUNH1orf109__1	3.3290404919418506e-05	0.0001	True	5	4	-3.140792387688784	1.0395008437044082	Significant
Cant1__1	3.3728081890161684e-05	0.0001	True	10	8	-1.7248163034721549	0.2691704960142868	Significant
Dhx38__1	3.373447798488425e-05	0.0001	True	5	4	-4.324911602967522	0.9166943382947831	Significant
Mrps35__1	3.3768855173558594e-05	0.0001	True	5	5	-2.373359999816573	0.47903772311635906	Significant
Lto1__1	3.3827760022242976e-05	0.0001	True	5	4	-2.8406939621752243	0.36610843171204066	Significant
Farsa__1	3.395721596842554e-05	0.0001	True	5	4	-3.2145431392243267	0.5654185965725657	Significant
Atpaf2__1	3.413869933263713e-05	0.0001	True	5	5	-2.7096881220202866	0.667386406974514	Significant
LOC100764102__1	3.424054535327694e-05	0.0001	True	9	6	-1.6076759694911258	0.715470005058566	Significant
Rps8__1	3.435750889286304e-05	0.0001	True	5	4	-2.9830317429807724	1.3942293608313288	Significant
Bub1__1	3.465797685965407e-05	0.0001	True	10	6	-1.7292549948205973	0.4188812556890823	Significant
Sin3a__1	3.495342802510417e-05	0.0001	True	5	5	-3.8979423037338434	0.12823502284858376	Significant
Pik3ca__1	3.5529770510885826e-05	0.0002	True	10	8	-1.0660433761849168	0.46560743398263266	Significant
Wdr20__1	3.566933139488105e-05	0.0002	True	9	6	-1.4943168952740966	0.13324951290078083	Significant
Rbbp6__1	3.5824930078050425e-05	0.0002	True	5	5	-2.6615904022077426	0.24883685679356102	Significant
Ttc1__1	3.586343890464606e-05	0.0002	True	5	4	-2.7162797314993483	0.23584115035000638	Significant
Atp6v0b__1	3.587026075365218e-05	0.0002	True	5	4	-3.1019102234566978	0.7613533959378463	Significant
Mtor__1	3.6014490561853086e-05	0.0002	True	6	6	-2.344860187007819	1.066657710990214	Significant
Atp5pb__1	3.621534238011048e-05	0.0002	True	5	4	-2.3242657630211108	1.1165737794944954	Significant
Mrpl3__1	3.629618267206883e-05	0.0002	True	5	5	-3.201195776265939	0.44051926907328226	Significant
Mrps7__1	3.632405706866942e-05	0.0002	True	5	5	-3.123899329358986	0.3040025692322413	Significant
Ndufa9__1	3.664975592585769e-05	0.0002	True	5	4	-3.236111902534114	0.6184777085253961	Significant
Rad17__1	3.6932733968098624e-05	0.0002	True	5	5	-3.4974216145113592	0.988112868583752	Significant
Ppil2__1	3.708316406187478e-05	0.0002	True	5	5	-3.053388237769854	0.5930677377131001	Significant
Ugp2__1	3.753161758926888e-05	0.0002	True	5	4	-2.765922970981025	0.580526528141396	Significant
Rpp14__1	3.753871630362695e-05	0.0002	True	15	8	-1.4868299519443466	0.4666610129084172	Significant
Rps4x__1	3.832796932503287e-05	0.0002	True	5	5	-4.14436914871282	1.3071265493205442	Significant
Nadk__1	3.844178329691025e-05	0.0002	True	5	4	-2.511181954083073	0.40811258926267807	Significant
N6amt1__1	3.8502929332234646e-05	0.0002	True	5	5	-2.1629762823212473	1.1021792100506258	Significant
Rprd1b__1	3.8634510322925854e-05	0.0002	True	10	6	-1.1955355953759075	0.23358965401921394	Significant
Timeless__1	3.87653176778434e-05	0.0002	True	6	5	-3.1488055864184137	0.4960791994719916	Significant
Polr2a__1	3.876656678559077e-05	0.0002	True	5	5	-2.986528888283865	0.32297534301114805	Significant
Dimt1__1	3.885476612750774e-05	0.0002	True	5	5	-3.177962792886398	1.0343815574768873	Significant
Ptpa__1	3.89922841226606e-05	0.0002	True	5	5	-2.7538126061009938	0.30891028046040053	Significant
Mtr__1	3.921897886057702e-05	0.0002	True	5	5	-2.7318359292772727	0.909540366415153	Significant
Pym1__1	3.925859692137502e-05	0.0002	True	10	5	-1.1125158445479242	0.30471652949539074	Significant
Rnps1__1	3.949414464268697e-05	0.0002	True	9	6	-1.7257548884099398	0.276834615738497	Significant
Pfas__1	3.991106572755836e-05	0.0002	True	5	4	-2.9768037272636527	0.4953516929339239	Significant
Cog5__1	4.026773699405826e-05	0.0002	True	10	5	-1.7813612744861982	0.4013119399860823	Significant
Ybey__1	4.031771490132449e-05	0.0002	True	10	6	-1.8396507872957124	0.22658724589805015	Significant
Kars1__1	4.038900092044945e-05	0.0002	True	5	5	-3.765778118648491	0.5214859722094617	Significant
Trpm7__1	4.105395098772091e-05	0.0002	True	5	4	-3.7452852677918607	0.580749593276731	Significant
Mettl16__1	4.153161503947079e-05	0.0002	True	5	4	-2.883255332067549	0.40730797985658357	Significant
Eif3i__1	4.182545871780515e-05	0.0002	True	5	5	-3.782622170171211	0.8010967563855064	Significant
Ints7__1	4.188914033243999e-05	0.0002	True	5	4	-2.771196060153882	0.5383871793483476	Significant
Ints3__1	4.190875974441056e-05	0.0002	True	5	5	-3.611878860110208	0.6250239504527436	Significant
Ddx54__1	4.2569404270825006e-05	0.0002	True	5	5	-2.817133773356893	0.2657565841943883	Significant
Lsg1__1	4.2742507480874575e-05	0.0002	True	5	4	-4.043889922820041	1.0249918504229316	Significant
Fbxw7__1	4.335990229939446e-05	0.0002	True	10	9	-1.3726770194281237	0.2294812232901609	Significant
Cct4__1	4.340957794786933e-05	0.0002	True	5	5	-4.127042605149502	0.9710977044893039	Significant
Ppp1r7__1	4.36253963452623e-05	0.0002	True	5	5	-2.780096876319236	0.5178993920550388	Significant
Ddx3x__1	4.366743037305005e-05	0.0002	True	5	5	-2.0558307503994286	0.12751124545713413	Significant
